Pedido_ID,Venta_ID,Cliente_RUC,Lote_ID,Cantidad_Solicitada,Precio_Unitario,Subtotal,IGV,Total
10993,1838,20000522,392,22,125.29,2756.38,496.15,3252.53
10994,1839,20000503,250,17,164.17,2790.89,502.36,3293.25
10995,1839,20000503,323,22,228.41,5025.02,904.5,5929.52
10996,1839,20000503,300,33,83.03,2739.99,493.2,3233.19
10997,1839,20000503,455,21,217.45,4566.45,821.96,5388.41
10998,1839,20000503,377,21,167.53,3518.13,633.26,4151.39
10999,1839,20000503,206,14,170.33,2384.62,429.23,2813.85
11000,1839,20000503,67,26,196.4,5106.4,919.15,6025.55
11001,1839,20000503,497,11,20.4,224.4,40.39,264.79
11002,1840,20000490,416,20,157.27,3145.4,566.17,3711.57
11003,1840,20000490,225,25,89.14,2228.5,401.13,2629.63
11004,1840,20000490,512,26,180.87,4702.62,846.47,5549.09
11005,1840,20000490,286,22,150.44,3309.68,595.74,3905.42
11006,1840,20000490,492,21,55.79,1171.59,210.89,1382.48
11007,1841,20000235,492,27,55.79,1506.33,271.14,1777.47
11008,1841,20000235,145,22,31.82,700.04,126.01,826.05
11009,1841,20000235,278,26,157.03,4082.78,734.9,4817.68
11010,1841,20000235,345,18,139.51,2511.18,452.01,2963.19
11011,1841,20000235,225,23,89.14,2050.22,369.04,2419.26
11012,1841,20000235,398,14,242.8,3399.2,611.86,4011.06
11013,1842,20000148,135,31,109.17,3384.27,609.17,3993.44
11014,1842,20000148,334,22,169.55,3730.1,671.42,4401.52
11015,1842,20000148,115,18,25.67,462.06,83.17,545.23
11016,1842,20000148,75,18,130.33,2345.94,422.27,2768.21
11017,1842,20000148,110,35,37.35,1307.25,235.3,1542.56
11018,1842,20000148,142,23,182.52,4197.96,755.63,4953.59
11019,1842,20000148,343,22,137.87,3033.14,545.97,3579.11
11020,1842,20000148,47,18,67.82,1220.76,219.74,1440.5
11021,1843,20000141,455,18,217.45,3914.1,704.54,4618.64
11022,1843,20000141,9,16,23.48,375.68,67.62,443.3
11023,1843,20000141,75,13,130.33,1694.29,304.97,1999.26
11024,1843,20000141,163,19,177.92,3380.48,608.49,3988.97
11025,1843,20000141,158,18,72.35,1302.3,234.41,1536.71
11026,1843,20000141,421,22,157.27,3459.94,622.79,4082.73
11027,1844,20000440,353,30,25.63,768.9,138.4,907.3
11028,1844,20000440,204,17,170.33,2895.61,521.21,3416.82
11029,1844,20000440,163,24,177.92,4270.08,768.61,5038.69
11030,1844,20000440,368,20,194.01,3880.2,698.44,4578.64
11031,1844,20000440,437,19,38.4,729.6,131.33,860.93
11032,1844,20000440,395,14,85.94,1203.16,216.57,1419.73
11033,1844,20000440,492,22,55.79,1227.38,220.93,1448.31
11034,1845,20000356,206,19,170.33,3236.27,582.53,3818.8
11035,1845,20000356,64,17,111.41,1893.97,340.91,2234.88
11036,1845,20000356,525,23,218.78,5031.94,905.75,5937.69
11037,1845,20000356,26,15,37.93,568.95,102.41,671.36
11038,1845,20000356,283,21,171.15,3594.15,646.95,4241.1
11039,1845,20000356,494,27,55.79,1506.33,271.14,1777.47
11040,1845,20000356,33,17,116.94,1987.98,357.84,2345.82
11041,1845,20000356,343,20,137.87,2757.4,496.33,3253.73
11042,1846,20000525,121,24,170.88,4101.12,738.2,4839.32
11043,1846,20000525,534,19,166.73,3167.87,570.22,3738.09
11044,1846,20000525,382,15,101.18,1517.7,273.19,1790.89
11045,1846,20000525,282,20,241.87,4837.4,870.73,5708.13
11046,1846,20000525,130,20,103.18,2063.6,371.45,2435.05
11047,1846,20000525,113,23,37.35,859.05,154.63,1013.68
11048,1846,20000525,224,23,172.36,3964.28,713.57,4677.85
11049,1847,20000576,140,16,116.09,1857.44,334.34,2191.78
11050,1847,20000576,187,33,219.6,7246.8,1304.42,8551.22
11051,1847,20000576,130,22,103.18,2269.96,408.59,2678.55
11052,1847,20000576,236,15,163.98,2459.7,442.75,2902.45
11053,1847,20000576,450,16,103.92,1662.72,299.29,1962.01
11054,1847,20000576,105,17,192.09,3265.53,587.8,3853.33
11055,1847,20000576,382,13,101.18,1315.34,236.76,1552.1
11056,1848,20000418,143,21,182.52,3832.92,689.93,4522.85
11057,1848,20000418,26,11,37.93,417.23,75.1,492.33
11058,1848,20000418,361,18,200.33,3605.94,649.07,4255.01
11059,1848,20000418,169,23,69.94,1608.62,289.55,1898.17
11060,1848,20000418,1,21,144.14,3026.94,544.85,3571.79
11061,1849,20000098,361,12,200.33,2403.96,432.71,2836.67
11062,1849,20000098,340,26,199.96,5198.96,935.81,6134.77
11063,1849,20000098,225,27,89.14,2406.78,433.22,2840.0
11064,1849,20000098,240,20,233.57,4671.4,840.85,5512.25
11065,1849,20000098,173,16,81.37,1301.92,234.35,1536.27
11066,1850,20000545,213,16,59.45,951.2,171.22,1122.42
11067,1850,20000545,471,33,65.0,2145.0,386.1,2531.1
11068,1850,20000545,386,17,203.09,3452.53,621.46,4073.99
11069,1850,20000545,439,19,80.94,1537.86,276.81,1814.67
11070,1850,20000545,96,14,246.85,3455.9,622.06,4077.96
11071,1850,20000545,108,21,31.44,660.24,118.84,779.08
11072,1851,20000360,182,18,192.86,3471.48,624.87,4096.35
11073,1851,20000360,377,23,167.53,3853.19,693.57,4546.76
11074,1851,20000360,1,26,144.14,3747.64,674.58,4422.22
11075,1851,20000360,48,19,25.54,485.26,87.35,572.61
11076,1851,20000360,168,23,69.94,1608.62,289.55,1898.17
11077,1851,20000360,424,21,58.3,1224.3,220.37,1444.67
11078,1851,20000360,11,18,169.26,3046.68,548.4,3595.08
11079,1852,20000053,140,10,116.09,1160.9,208.96,1369.86
11080,1852,20000053,77,25,22.07,551.75,99.31,651.07
11081,1852,20000053,207,16,59.45,951.2,171.22,1122.42
11082,1852,20000053,300,30,83.03,2490.9,448.36,2939.26
11083,1852,20000053,228,24,203.11,4874.64,877.44,5752.08
11084,1852,20000053,382,16,101.18,1618.88,291.4,1910.28
11085,1853,20000148,147,20,31.82,636.4,114.55,750.95
11086,1853,20000148,247,26,53.88,1400.88,252.16,1653.04
11087,1853,20000148,142,26,182.52,4745.52,854.19,5599.71
11088,1853,20000148,377,21,167.53,3518.13,633.26,4151.39
11089,1853,20000148,228,28,203.11,5687.08,1023.67,6710.75
11090,1853,20000148,263,11,77.12,848.32,152.7,1001.02
11091,1853,20000148,98,23,19.55,449.65,80.94,530.59
11092,1854,20000132,22,13,193.21,2511.73,452.11,2963.84
11093,1854,20000132,259,18,29.13,524.34,94.38,618.72
11094,1854,20000132,494,26,55.79,1450.54,261.1,1711.64
11095,1854,20000132,240,18,233.57,4204.26,756.77,4961.03
11096,1854,20000132,461,13,204.49,2658.37,478.51,3136.88
11097,1855,20000322,107,27,31.44,848.88,152.8,1001.68
11098,1855,20000322,27,22,74.2,1632.4,293.83,1926.23
11099,1855,20000322,173,18,81.37,1464.66,263.64,1728.3
11100,1855,20000322,66,32,196.4,6284.8,1131.26,7416.06
11101,1855,20000322,224,22,172.36,3791.92,682.55,4474.47
11102,1855,20000322,362,15,200.33,3004.95,540.89,3545.84
11103,1855,20000322,77,23,22.07,507.61,91.37,598.98
11104,1855,20000322,386,19,203.09,3858.71,694.57,4553.28
11105,1856,20000425,392,24,125.29,3006.96,541.25,3548.21
11106,1856,20000425,441,24,80.94,1942.56,349.66,2292.22
11107,1856,20000425,77,26,22.07,573.82,103.29,677.11
11108,1856,20000425,286,25,150.44,3761.0,676.98,4437.98
11109,1856,20000425,225,26,89.14,2317.64,417.18,2734.82
11110,1856,20000425,63,16,111.41,1782.56,320.86,2103.42
11111,1856,20000425,273,24,163.63,3927.12,706.88,4634.0
11112,1856,20000425,11,17,169.26,2877.42,517.94,3395.36
11113,1857,20000128,283,20,171.15,3423.0,616.14,4039.14
11114,1857,20000128,313,14,139.69,1955.66,352.02,2307.68
11115,1857,20000128,14,16,75.96,1215.36,218.76,1434.12
11116,1857,20000128,145,20,31.82,636.4,114.55,750.95
11117,1857,20000128,439,20,80.94,1618.8,291.38,1910.18
11118,1857,20000128,339,27,199.96,5398.92,971.81,6370.73
11119,1858,20000542,27,24,74.2,1780.8,320.54,2101.34
11120,1858,20000542,150,28,117.45,3288.6,591.95,3880.55
11121,1858,20000542,313,16,139.69,2235.04,402.31,2637.35
11122,1858,20000542,224,23,172.36,3964.28,713.57,4677.85
11123,1858,20000542,247,23,53.88,1239.24,223.06,1462.3
11124,1858,20000542,73,16,130.33,2085.28,375.35,2460.63
11125,1859,20000051,142,17,182.52,3102.84,558.51,3661.35
11126,1859,20000051,187,29,219.6,6368.4,1146.31,7514.71
11127,1859,20000051,273,22,163.63,3599.86,647.97,4247.83
11128,1859,20000051,392,22,125.29,2756.38,496.15,3252.53
11129,1859,20000051,75,17,130.33,2215.61,398.81,2614.42
11130,1859,20000051,362,16,200.33,3205.28,576.95,3782.23
11131,1860,20000204,474,20,110.26,2205.2,396.94,2602.14
11132,1860,20000204,117,24,25.67,616.08,110.89,726.97
11133,1860,20000204,63,18,111.41,2005.38,360.97,2366.35
11134,1860,20000204,9,20,23.48,469.6,84.53,554.13
11135,1860,20000204,146,21,31.82,668.22,120.28,788.5
11136,1860,20000204,336,23,169.55,3899.65,701.94,4601.59
11137,1861,20000163,328,20,94.46,1889.2,340.06,2229.26
11138,1861,20000163,377,24,167.53,4020.72,723.73,4744.45
11139,1861,20000163,396,15,85.94,1289.1,232.04,1521.14
11140,1861,20000163,525,25,218.78,5469.5,984.51,6454.01
11141,1861,20000163,135,24,109.17,2620.08,471.61,3091.69
11142,1861,20000163,358,28,225.71,6319.88,1137.58,7457.46
11143,1862,20000153,73,17,130.33,2215.61,398.81,2614.42
11144,1862,20000153,362,14,200.33,2804.62,504.83,3309.45
11145,1862,20000153,207,14,59.45,832.3,149.81,982.11
11146,1862,20000153,470,28,65.0,1820.0,327.6,2147.6
11147,1863,20000266,232,27,27.72,748.44,134.72,883.16
11148,1863,20000266,528,17,210.66,3581.22,644.62,4225.84
11149,1863,20000266,534,18,166.73,3001.14,540.21,3541.35
11150,1863,20000266,33,21,116.94,2455.74,442.03,2897.77
11151,1864,20000282,235,15,163.98,2459.7,442.75,2902.45
11152,1864,20000282,392,21,125.29,2631.09,473.6,3104.69
11153,1864,20000282,365,23,194.01,4462.23,803.2,5265.43
11154,1864,20000282,187,30,219.6,6588.0,1185.84,7773.84
11155,1864,20000282,28,21,74.2,1558.2,280.48,1838.68
11156,1864,20000282,124,13,120.2,1562.6,281.27,1843.87
11157,1864,20000282,303,28,83.03,2324.84,418.47,2743.31
11158,1865,20000466,150,30,117.45,3523.5,634.23,4157.73
11159,1865,20000466,455,18,217.45,3914.1,704.54,4618.64
11160,1865,20000466,124,17,120.2,2043.4,367.81,2411.21
11161,1865,20000466,1,25,144.14,3603.5,648.63,4252.13
11162,1866,20000204,377,26,167.53,4355.78,784.04,5139.82
11163,1866,20000204,128,12,120.2,1442.4,259.63,1702.03
11164,1866,20000204,514,19,180.87,3436.53,618.58,4055.11
11165,1866,20000204,424,27,58.3,1574.1,283.34,1857.44
11166,1866,20000204,351,21,139.51,2929.71,527.35,3457.06
11167,1866,20000204,528,20,210.66,4213.2,758.38,4971.58
11168,1866,20000204,479,18,110.26,1984.68,357.24,2341.92
11169,1866,20000204,270,16,63.35,1013.6,182.45,1196.05
11170,1867,20000185,525,23,218.78,5031.94,905.75,5937.69
11171,1867,20000185,228,25,203.11,5077.75,914.0,5991.74
11172,1867,20000185,392,23,125.29,2881.67,518.7,3400.37
11173,1867,20000185,482,19,169.94,3228.86,581.19,3810.05
11174,1867,20000185,59,19,111.41,2116.79,381.02,2497.81
11175,1867,20000185,176,20,81.37,1627.4,292.93,1920.33
11176,1868,20000135,295,18,83.6,1504.8,270.86,1775.66
11177,1868,20000135,148,19,31.82,604.58,108.82,713.4
11178,1868,20000135,283,22,171.15,3765.3,677.75,4443.05
11179,1868,20000135,353,26,25.63,666.38,119.95,786.33
11180,1868,20000135,135,33,109.17,3602.61,648.47,4251.08
11181,1869,20000262,534,19,166.73,3167.87,570.22,3738.09
11182,1869,20000262,240,17,233.57,3970.69,714.72,4685.41
11183,1869,20000262,348,23,139.51,3208.73,577.57,3786.3
11184,1869,20000262,152,28,117.45,3288.6,591.95,3880.55
11185,1869,20000262,9,21,23.48,493.08,88.75,581.83
11186,1869,20000262,515,13,212.94,2768.22,498.28,3266.5
11187,1870,20000191,323,21,228.41,4796.61,863.39,5660.0
11188,1870,20000191,455,27,217.45,5871.15,1056.81,6927.96
11189,1870,20000191,497,12,20.4,244.8,44.06,288.86
11190,1870,20000191,506,24,227.95,5470.8,984.74,6455.54
11191,1870,20000191,105,21,192.09,4033.89,726.1,4759.99
11192,1870,20000191,84,16,201.09,3217.44,579.14,3796.58
11193,1870,20000191,158,24,72.35,1736.4,312.55,2048.95
11194,1870,20000191,188,30,219.6,6588.0,1185.84,7773.84
11195,1871,20000323,283,28,171.15,4792.2,862.6,5654.8
11196,1871,20000323,1,22,144.14,3171.08,570.79,3741.87
11197,1871,20000323,416,19,157.27,2988.13,537.86,3525.99
11198,1871,20000323,129,28,103.18,2889.04,520.03,3409.07
11199,1871,20000323,115,26,25.67,667.42,120.14,787.56
11200,1872,20000145,336,19,169.55,3221.45,579.86,3801.31
11201,1872,20000145,497,14,20.4,285.6,51.41,337.01
11202,1872,20000145,482,18,169.94,3058.92,550.61,3609.53
11203,1872,20000145,365,19,194.01,3686.19,663.51,4349.7
11204,1872,20000145,398,15,242.8,3642.0,655.56,4297.56
11205,1872,20000145,424,27,58.3,1574.1,283.34,1857.44
11206,1873,20000030,232,24,27.72,665.28,119.75,785.03
11207,1873,20000030,441,24,80.94,1942.56,349.66,2292.22
11208,1873,20000030,354,25,25.63,640.75,115.33,756.09
11209,1873,20000030,456,23,217.45,5001.35,900.24,5901.59
11210,1874,20000051,135,27,109.17,2947.59,530.57,3478.16
11211,1874,20000051,87,13,201.09,2614.17,470.55,3084.72
11212,1874,20000051,345,24,139.51,3348.24,602.68,3950.92
11213,1874,20000051,228,24,203.11,4874.64,877.44,5752.08
11214,1875,20000560,525,23,218.78,5031.94,905.75,5937.69
11215,1875,20000560,196,18,181.81,3272.58,589.06,3861.64
11216,1875,20000560,440,19,80.94,1537.86,276.81,1814.67
11217,1875,20000560,182,18,192.86,3471.48,624.87,4096.35
11218,1875,20000560,323,25,228.41,5710.25,1027.85,6738.1
11219,1875,20000560,1,21,144.14,3026.94,544.85,3571.79
11220,1876,20000137,275,28,163.63,4581.64,824.7,5406.34
11221,1876,20000137,534,20,166.73,3334.6,600.23,3934.83
11222,1876,20000137,205,15,170.33,2554.95,459.89,3014.84
11223,1876,20000137,310,16,40.54,648.64,116.76,765.4
11224,1876,20000137,461,14,204.49,2862.86,515.31,3378.17
11225,1876,20000137,25,15,37.93,568.95,102.41,671.36
11226,1876,20000137,313,14,139.69,1955.66,352.02,2307.68
11227,1877,20000488,25,12,37.93,455.16,81.93,537.09
11228,1877,20000488,468,13,235.4,3060.2,550.84,3611.04
11229,1877,20000488,546,15,29.86,447.9,80.62,528.52
11230,1877,20000488,224,26,172.36,4481.36,806.64,5288.0
11231,1877,20000488,115,24,25.67,616.08,110.89,726.97
11232,1877,20000488,515,17,212.94,3619.98,651.6,4271.58
11233,1877,20000488,512,22,180.87,3979.14,716.25,4695.39
11234,1878,20000155,323,20,228.41,4568.2,822.28,5390.48
11235,1878,20000155,303,34,83.03,2823.02,508.14,3331.16
11236,1878,20000155,283,20,171.15,3423.0,616.14,4039.14
11237,1878,20000155,9,20,23.48,469.6,84.53,554.13
11238,1878,20000155,188,29,219.6,6368.4,1146.31,7514.71
11239,1878,20000155,163,19,177.92,3380.48,608.49,3988.97
11240,1878,20000155,17,15,75.96,1139.4,205.09,1344.49
11241,1878,20000155,424,23,58.3,1340.9,241.36,1582.26
11242,1879,20000005,343,25,137.87,3446.75,620.41,4067.16
11243,1879,20000005,512,25,180.87,4521.75,813.91,5335.66
11244,1879,20000005,497,13,20.4,265.2,47.74,312.94
11245,1879,20000005,277,23,157.03,3611.69,650.1,4261.79
11246,1879,20000005,362,15,200.33,3004.95,540.89,3545.84
11247,1879,20000005,240,16,233.57,3737.12,672.68,4409.8
11248,1879,20000005,224,27,172.36,4653.72,837.67,5491.39
11249,1879,20000005,44,22,67.82,1492.04,268.57,1760.61
11250,1880,20000578,232,29,27.72,803.88,144.7,948.58
11251,1880,20000578,51,19,214.4,4073.6,733.25,4806.85
11252,1880,20000578,354,28,25.63,717.64,129.18,846.82
11253,1880,20000578,392,26,125.29,3257.54,586.36,3843.9
11254,1880,20000578,9,24,23.48,563.52,101.43,664.95
11255,1880,20000578,18,14,75.96,1063.44,191.42,1254.86
11256,1880,20000578,243,24,53.88,1293.12,232.76,1525.88
11257,1881,20000280,368,27,194.01,5238.27,942.89,6181.16
11258,1881,20000280,273,28,163.63,4581.64,824.7,5406.34
11259,1881,20000280,151,31,117.45,3640.95,655.37,4296.32
11260,1881,20000280,427,19,62.12,1180.28,212.45,1392.73
11261,1881,20000280,461,14,204.49,2862.86,515.31,3378.17
11262,1881,20000280,77,23,22.07,507.61,91.37,598.98
11263,1881,20000280,528,20,210.66,4213.2,758.38,4971.58
11264,1881,20000280,232,30,27.72,831.6,149.69,981.29
11265,1882,20000510,512,19,180.87,3436.53,618.58,4055.11
11266,1882,20000510,270,19,63.35,1203.65,216.66,1420.31
11267,1882,20000510,508,23,227.95,5242.85,943.71,6186.56
11268,1882,20000510,528,19,210.66,4002.54,720.46,4723.0
11269,1882,20000510,51,13,214.4,2787.2,501.7,3288.9
11270,1882,20000510,240,17,233.57,3970.69,714.72,4685.41
11271,1882,20000510,337,19,169.55,3221.45,579.86,3801.31
11272,1883,20000332,345,18,139.51,2511.18,452.01,2963.19
11273,1883,20000332,176,18,81.37,1464.66,263.64,1728.3
11274,1883,20000332,135,27,109.17,2947.59,530.57,3478.16
11275,1883,20000332,150,28,117.45,3288.6,591.95,3880.55
11276,1883,20000332,546,13,29.86,388.18,69.87,458.05
11277,1883,20000332,406,17,107.89,1834.13,330.14,2164.27
11278,1883,20000332,475,22,110.26,2425.72,436.63,2862.35
11279,1884,20000401,343,21,137.87,2895.27,521.15,3416.42
11280,1884,20000401,427,25,62.12,1553.0,279.54,1832.54
11281,1884,20000401,528,22,210.66,4634.52,834.21,5468.73
11282,1884,20000401,439,19,80.94,1537.86,276.81,1814.67
11283,1884,20000401,163,16,177.92,2846.72,512.41,3359.13
11284,1884,20000401,228,25,203.11,5077.75,914.0,5991.74
11285,1884,20000401,382,17,101.18,1720.06,309.61,2029.67
11286,1884,20000401,196,14,181.81,2545.34,458.16,3003.5
11287,1885,20000421,221,25,130.45,3261.25,587.02,3848.27
11288,1885,20000421,135,29,109.17,3165.93,569.87,3735.8
11289,1885,20000421,282,17,241.87,4111.79,740.12,4851.91
11290,1885,20000421,225,25,89.14,2228.5,401.13,2629.63
11291,1885,20000421,539,15,232.35,3485.25,627.35,4112.6
11292,1885,20000421,397,17,85.94,1460.98,262.98,1723.96
11293,1885,20000421,424,22,58.3,1282.6,230.87,1513.47
11294,1885,20000421,273,21,163.63,3436.23,618.52,4054.75
11295,1886,20000133,297,16,83.6,1337.6,240.77,1578.37
11296,1886,20000133,534,22,166.73,3668.06,660.25,4328.31
11297,1886,20000133,247,20,53.88,1077.6,193.97,1271.57
11298,1886,20000133,398,15,242.8,3642.0,655.56,4297.56
11299,1886,20000133,323,23,228.41,5253.43,945.62,6199.05
11300,1886,20000133,273,30,163.63,4908.9,883.6,5792.5
11301,1887,20000151,339,24,199.96,4799.04,863.83,5662.87
11302,1887,20000151,273,30,163.63,4908.9,883.6,5792.5
11303,1887,20000151,130,25,103.18,2579.5,464.31,3043.81
11304,1887,20000151,324,23,228.41,5253.43,945.62,6199.05
11305,1887,20000151,525,22,218.78,4813.16,866.37,5679.53
11306,1887,20000151,506,27,227.95,6154.65,1107.84,7262.49
11307,1887,20000151,99,16,19.55,312.8,56.3,369.1
11308,1888,20000205,36,25,116.94,2923.5,526.23,3449.73
11309,1888,20000205,345,23,139.51,3208.73,577.57,3786.3
11310,1888,20000205,324,24,228.41,5481.84,986.73,6468.57
11311,1888,20000205,270,15,63.35,950.25,171.04,1121.3
11312,1889,20000052,353,23,25.63,589.49,106.11,695.6
11313,1889,20000052,270,17,63.35,1076.95,193.85,1270.8
11314,1889,20000052,240,19,233.57,4437.83,798.81,5236.64
11315,1889,20000052,142,22,182.52,4015.44,722.78,4738.22
11316,1889,20000052,188,35,219.6,7686.0,1383.48,9069.48
11317,1889,20000052,130,23,103.18,2373.14,427.17,2800.31
11318,1889,20000052,224,24,172.36,4136.64,744.6,4881.24
11319,1890,20000060,103,19,192.09,3649.71,656.95,4306.66
11320,1890,20000060,77,25,22.07,551.75,99.31,651.07
11321,1890,20000060,343,19,137.87,2619.53,471.52,3091.05
11322,1890,20000060,371,16,40.38,646.08,116.29,762.37
11323,1890,20000060,358,33,225.71,7448.43,1340.72,8789.15
11324,1890,20000060,534,18,166.73,3001.14,540.21,3541.35
11325,1891,20000203,392,23,125.29,2881.67,518.7,3400.37
11326,1891,20000203,278,27,157.03,4239.81,763.17,5002.98
11327,1891,20000203,372,11,40.38,444.18,79.95,524.13
11328,1891,20000203,154,31,117.45,3640.95,655.37,4296.32
11329,1891,20000203,236,18,163.98,2951.64,531.3,3482.94
11330,1892,20000481,358,33,225.71,7448.43,1340.72,8789.15
11331,1892,20000481,270,20,63.35,1267.0,228.06,1495.06
11332,1892,20000481,534,23,166.73,3834.79,690.26,4525.05
11333,1892,20000481,341,25,199.96,4999.0,899.82,5898.82
11334,1893,20000211,275,27,163.63,4418.01,795.24,5213.25
11335,1893,20000211,228,29,203.11,5890.19,1060.23,6950.42
11336,1893,20000211,389,21,203.09,4264.89,767.68,5032.57
11337,1893,20000211,534,19,166.73,3167.87,570.22,3738.09
11338,1893,20000211,377,21,167.53,3518.13,633.26,4151.39
11339,1893,20000211,303,31,83.03,2573.93,463.31,3037.24
11340,1893,20000211,66,25,196.4,4910.0,883.8,5793.8
11341,1893,20000211,492,25,55.79,1394.75,251.05,1645.81
11342,1894,20000462,534,19,166.73,3167.87,570.22,3738.09
11343,1894,20000462,73,18,130.33,2345.94,422.27,2768.21
11344,1894,20000462,386,17,203.09,3452.53,621.46,4073.99
11345,1894,20000462,113,28,37.35,1045.8,188.24,1234.04
11346,1894,20000462,437,15,38.4,576.0,103.68,679.68
11347,1894,20000462,324,22,228.41,5025.02,904.5,5929.52
11348,1895,20000078,512,23,180.87,4160.01,748.8,4908.81
11349,1895,20000078,9,18,23.48,422.64,76.08,498.72
11350,1895,20000078,455,20,217.45,4349.0,782.82,5131.82
11351,1895,20000078,274,29,163.63,4745.27,854.15,5599.42
11352,1895,20000078,232,28,27.72,776.16,139.71,915.87
11353,1895,20000078,154,32,117.45,3758.4,676.51,4434.91
11354,1895,20000078,382,18,101.18,1821.24,327.82,2149.06
11355,1896,20000131,534,22,166.73,3668.06,660.25,4328.31
11356,1896,20000131,313,12,139.69,1676.28,301.73,1978.01
11357,1896,20000131,270,20,63.35,1267.0,228.06,1495.06
11358,1896,20000131,52,16,214.4,3430.4,617.47,4047.87
11359,1896,20000131,509,21,227.95,4786.95,861.65,5648.6
11360,1896,20000131,168,24,69.94,1678.56,302.14,1980.7
11361,1896,20000131,439,25,80.94,2023.5,364.23,2387.73
11362,1896,20000131,278,23,157.03,3611.69,650.1,4261.79
11363,1897,20000583,300,34,83.03,2823.02,508.14,3331.16
11364,1897,20000583,224,28,172.36,4826.08,868.69,5694.77
11365,1897,20000583,528,18,210.66,3791.88,682.54,4474.42
11366,1897,20000583,115,23,25.67,590.41,106.27,696.68
11367,1897,20000583,424,21,58.3,1224.3,220.37,1444.67
11368,1897,20000583,403,22,160.41,3529.02,635.22,4164.24
11369,1897,20000583,176,18,81.37,1464.66,263.64,1728.3
11370,1897,20000583,382,15,101.18,1517.7,273.19,1790.89
11371,1898,20000234,18,12,75.96,911.52,164.07,1075.59
11372,1898,20000234,546,14,29.86,418.04,75.25,493.29
11373,1898,20000234,328,17,94.46,1605.82,289.05,1894.87
11374,1898,20000234,358,32,225.71,7222.72,1300.09,8522.81
11375,1898,20000234,343,24,137.87,3308.88,595.6,3904.48
11376,1899,20000249,382,14,101.18,1416.52,254.97,1671.49
11377,1899,20000249,163,19,177.92,3380.48,608.49,3988.97
11378,1899,20000249,110,27,37.35,1008.45,181.52,1189.97
11379,1899,20000249,1,22,144.14,3171.08,570.79,3741.87
11380,1899,20000249,240,17,233.57,3970.69,714.72,4685.41
11381,1899,20000249,353,26,25.63,666.38,119.95,786.33
11382,1899,20000249,225,25,89.14,2228.5,401.13,2629.63
11383,1899,20000249,313,14,139.69,1955.66,352.02,2307.68
11384,1900,20000304,66,23,196.4,4517.2,813.1,5330.3
11385,1900,20000304,440,21,80.94,1699.74,305.95,2005.69
11386,1900,20000304,508,20,227.95,4559.0,820.62,5379.62
11387,1900,20000304,17,14,75.96,1063.44,191.42,1254.86
11388,1900,20000304,427,27,62.12,1677.24,301.9,1979.14
11389,1900,20000304,158,23,72.35,1664.05,299.53,1963.58
11390,1900,20000304,353,31,25.63,794.53,143.02,937.55
11391,1901,20000208,178,17,192.86,3278.62,590.15,3868.77
11392,1901,20000208,168,22,69.94,1538.68,276.96,1815.64
11393,1901,20000208,336,23,169.55,3899.65,701.94,4601.59
11394,1901,20000208,286,26,150.44,3911.44,704.06,4615.5
11395,1901,20000208,277,21,157.03,3297.63,593.57,3891.2
11396,1902,20000085,282,21,241.87,5079.27,914.27,5993.54
11397,1902,20000085,26,15,37.93,568.95,102.41,671.36
11398,1902,20000085,499,16,112.58,1801.28,324.23,2125.51
11399,1902,20000085,482,17,169.94,2888.98,520.02,3409.0
11400,1902,20000085,173,20,81.37,1627.4,292.93,1920.33
11401,1902,20000085,20,12,193.21,2318.52,417.33,2735.85
11402,1903,20000555,427,20,62.12,1242.4,223.63,1466.03
11403,1903,20000555,235,23,163.98,3771.54,678.88,4450.42
11404,1903,20000555,188,28,219.6,6148.8,1106.78,7255.58
11405,1903,20000555,343,19,137.87,2619.53,471.52,3091.05
11406,1903,20000555,403,23,160.41,3689.43,664.1,4353.53
11407,1903,20000555,282,24,241.87,5804.88,1044.88,6849.76
11408,1903,20000555,358,22,225.71,4965.62,893.81,5859.43
11409,1904,20000435,311,13,40.54,527.02,94.86,621.88
11410,1904,20000435,151,29,117.45,3406.05,613.09,4019.14
11411,1904,20000435,221,24,130.45,3130.8,563.54,3694.34
11412,1904,20000435,228,27,203.11,5483.97,987.11,6471.08
11413,1905,20000153,152,32,117.45,3758.4,676.51,4434.91
11414,1905,20000153,328,17,94.46,1605.82,289.05,1894.87
11415,1905,20000153,300,29,83.03,2407.87,433.42,2841.29
11416,1905,20000153,77,23,22.07,507.61,91.37,598.98
11417,1905,20000153,158,20,72.35,1447.0,260.46,1707.46
11418,1905,20000153,28,21,74.2,1558.2,280.48,1838.68
11419,1905,20000153,324,23,228.41,5253.43,945.62,6199.05
11420,1905,20000153,178,18,192.86,3471.48,624.87,4096.35
11421,1906,20000233,534,23,166.73,3834.79,690.26,4525.05
11422,1906,20000233,224,26,172.36,4481.36,806.64,5288.0
11423,1906,20000233,217,23,130.45,3000.35,540.06,3540.41
11424,1906,20000233,482,18,169.94,3058.92,550.61,3609.53
11425,1906,20000233,512,25,180.87,4521.75,813.91,5335.66
11426,1907,20000598,465,14,235.4,3295.6,593.21,3888.81
11427,1907,20000598,232,26,27.72,720.72,129.73,850.45
11428,1907,20000598,343,26,137.87,3584.62,645.23,4229.85
11429,1907,20000598,398,14,242.8,3399.2,611.86,4011.06
11430,1908,20000078,240,17,233.57,3970.69,714.72,4685.41
