Venta_ID,Fecha_Registro,Fecha_Envio,Estado,Monto_Total,Fecha_ID
1782,2022-05-06,2022-05-10,Completada,14253.54,857
1783,2022-05-07,2022-05-11,Completada,8778.94,858
1784,2022-05-07,2022-05-10,Completada,15833.28,858
1785,2022-05-07,2022-05-10,Completada,33481.32,858
1786,2022-05-08,2022-05-12,Completada,11321.82,859
1787,2022-05-08,2022-05-12,Completada,13490.22,859
1788,2022-05-08,2022-05-11,Completada,10892.53,859
1789,2022-05-09,2022-05-12,Completada,18468.53,860
1790,2022-05-09,2022-05-10,Completada,33591.58,860
1791,2022-05-09,2022-05-14,Completada,13407.67,860
1792,2022-05-10,2022-05-12,Completada,24905.63,861
1793,2022-05-10,2022-05-12,Completada,10741.03,861
1794,2022-05-10,2022-05-13,Completada,17674.29,861
1795,2022-05-11,2022-05-13,Completada,15823.07,862
1796,2022-05-11,,Pendiente,23957.56,862
1797,2022-05-11,2022-05-12,Completada,21066.36,862
1798,2022-05-12,,Pendiente,17520.66,863
1799,2022-05-12,,Pendiente,30140.48,863
1800,2022-05-12,,Cancelada,15289.45,863
1801,2022-05-13,2022-05-18,Completada,20993.87,864
1802,2022-05-13,2022-05-14,Completada,18327.76,864
1803,2022-05-13,2022-05-15,Completada,20832.7,864
1804,2022-05-14,2022-05-18,Completada,30867.81,865
1805,2022-05-14,2022-05-17,Completada,24093.62,865
1806,2022-05-14,2022-05-16,Completada,11025.19,865
1807,2022-05-15,2022-05-16,Completada,15723.68,866
1808,2022-05-15,2022-05-16,Completada,19621.39,866
1809,2022-05-15,,Pendiente,6392.01,866
1810,2022-05-16,2022-05-17,Completada,14186.68,867
1811,2022-05-16,2022-05-21,Completada,22141.15,867
1812,2022-05-16,2022-05-17,Completada,16199.38,867
1813,2022-05-17,2022-05-18,Completada,8884.52,868
1814,2022-05-17,2022-05-19,Completada,30088.02,868
1815,2022-05-17,,Cancelada,20529.95,868
1816,2022-05-18,2022-05-22,Completada,15626.51,869
1817,2022-05-18,,Pendiente,10942.49,869
1818,2022-05-18,,Pendiente,23894.75,869
1819,2022-05-19,2022-05-20,Completada,19331.97,870
1820,2022-05-19,,Pendiente,27416.96,870
1821,2022-05-19,,Pendiente,22698.06,870
1822,2022-05-20,2022-05-23,Completada,23552.8,871
1823,2022-05-20,2022-05-24,Completada,27213.88,871
1824,2022-05-20,,Cancelada,18411.62,871
1825,2022-05-21,2022-05-25,Completada,27092.26,872
1826,2022-05-21,2022-05-26,Completada,10013.82,872
1827,2022-05-21,2022-05-26,Completada,17680.39,872
1828,2022-05-22,2022-05-27,Completada,15872.78,873
1829,2022-05-22,2022-05-25,Completada,9201.12,873
1830,2022-05-22,2022-05-27,Completada,11010.84,873
1831,2022-05-23,,Pendiente,17134.45,874
1832,2022-05-23,2022-05-26,Completada,24361.59,874
1833,2022-05-23,2022-05-28,Completada,5453.91,874
1834,2022-05-24,2022-05-29,Completada,6510.91,875
1835,2022-05-24,2022-05-25,Completada,14477.17,875
1836,2022-05-24,,Cancelada,18682.84,875
1837,2022-05-25,2022-05-30,Completada,17394.3,876
1838,2022-05-25,2022-05-30,Completada,12525.27,876
1839,2022-05-25,2022-05-29,Completada,31099.95,876
1840,2022-05-26,,Pendiente,17178.19,877
1841,2022-05-26,2022-05-29,Completada,16814.71,877
1842,2022-05-26,2022-05-31,Completada,23224.16,877
1843,2022-05-27,2022-05-28,Completada,16669.61,878
1844,2022-05-27,2022-06-01,Completada,17670.42,878
1845,2022-05-27,2022-05-29,Completada,24280.85,878
1846,2022-05-28,2022-05-30,Completada,24203.01,879
1847,2022-05-28,2022-05-31,Completada,23691.44,879
1848,2022-05-28,2022-05-30,Completada,14740.15,879
1849,2022-05-29,2022-05-30,Completada,18859.96,880
1850,2022-05-29,2022-06-02,Completada,14399.22,880
1851,2022-05-29,2022-06-01,Completada,20575.86,880
1852,2022-05-30,2022-05-31,Completada,13744.97,881
1853,2022-05-30,,Pendiente,20397.45,881
1854,2022-05-30,2022-06-02,Completada,13392.11,881
1855,2022-05-31,2022-06-05,Completada,25244.84,882
1856,2022-05-31,,Pendiente,23823.12,882
1857,2022-05-31,2022-06-05,Completada,16812.8,882
1858,2022-06-01,2022-06-03,Completada,17220.02,883
1859,2022-06-01,,Pendiente,25073.07,883
1860,2022-06-01,2022-06-02,Completada,11639.68,883
1861,2022-06-01,2022-06-05,Completada,25498.01,883
1862,2022-06-02,2022-06-07,Completada,9053.58,884
1863,2022-06-02,2022-06-04,Completada,11548.12,884
1864,2022-06-02,2022-06-03,Completada,25472.27,884
1865,2022-06-02,,Pendiente,15439.71,884
1866,2022-06-03,2022-06-05,Completada,24721.01,885
1867,2022-06-03,,Cancelada,23557.99,885
1868,2022-06-03,,Pendiente,11969.52,885
1869,2022-06-03,,Cancelada,19938.68,885
1870,2022-06-04,,Pendiente,37711.72,886
1871,2022-06-04,2022-06-08,Completada,17119.29,886
1872,2022-06-04,2022-06-05,Completada,18252.55,886
1873,2022-06-04,2022-06-07,Completada,9734.93,886
1874,2022-06-05,,Pendiente,16265.88,887
1875,2022-06-05,2022-06-08,Completada,26020.24,887
1876,2022-06-05,2022-06-08,Completada,19478.62,887
1877,2022-06-05,2022-06-09,Completada,19658.59,887
1878,2022-06-06,2022-06-08,Completada,27745.34,888
1879,2022-06-06,2022-06-10,Completada,29185.19,888
1880,2022-06-06,2022-06-08,Completada,13891.84,888
1881,2022-06-06,2022-06-10,Completada,27206.57,888
1882,2022-06-07,,Cancelada,28160.6,889
1883,2022-06-07,2022-06-09,Completada,17534.87,889
1884,2022-06-07,2022-06-09,Completada,26916.4,889
1885,2022-06-07,2022-06-12,Completada,26470.39,889
1886,2022-06-08,,Pendiente,23467.36,890
1887,2022-06-08,,Pendiente,34009.35,890
1888,2022-06-08,,Pendiente,14825.9,890
1889,2022-06-08,2022-06-11,Completada,28692.29,890
1890,2022-06-09,2022-06-12,Completada,21141.65,891
1891,2022-06-09,2022-06-10,Completada,16706.74,891
1892,2022-06-09,2022-06-12,Completada,20708.08,891
1893,2022-06-09,2022-06-10,Completada,35562.57,891
1894,2022-06-10,,Pendiente,18423.53,892
1895,2022-06-10,2022-06-11,Completada,23638.61,892
1896,2022-06-10,2022-06-11,Completada,26128.07,892
1897,2022-06-10,2022-06-11,Completada,23325.13,892
1898,2022-06-11,2022-06-12,Completada,15891.04,893
1899,2022-06-11,,Pendiente,21001.35,893
1900,2022-06-11,,Cancelada,18850.74,893
1901,2022-06-11,2022-06-16,Completada,18792.7,893
1902,2022-06-12,2022-06-13,Completada,16855.59,894
1903,2022-06-12,2022-06-16,Completada,33325.8,894
1904,2022-06-12,2022-06-14,Completada,14806.44,894
1905,2022-06-12,,Cancelada,23611.59,894
1906,2022-06-13,2022-06-14,Completada,22298.65,895
1907,2022-06-13,2022-06-16,Completada,12980.17,895
1908,2022-06-13,2022-06-14,Completada,19332.11,895
1909,2022-06-13,2022-06-14,Completada,7787.04,895
1910,2022-06-14,2022-06-15,Completada,14293.51,896
1911,2022-06-14,2022-06-19,Completada,27899.72,896
1912,2022-06-14,2022-06-15,Completada,14390.88,896
1913,2022-06-14,2022-06-15,Completada,15555.94,896
1914,2022-06-15,2022-06-18,Completada,19476.43,897
1915,2022-06-15,2022-06-18,Completada,13410.47,897
1916,2022-06-15,2022-06-19,Completada,30036.36,897
1917,2022-06-15,2022-06-16,Completada,15703.67,897
1918,2022-06-16,2022-06-18,Completada,20104.45,898
1919,2022-06-16,2022-06-18,Completada,16342.65,898
1920,2022-06-16,,Cancelada,28503.4,898
1921,2022-06-16,2022-06-19,Completada,20314.81,898
1922,2022-06-17,2022-06-21,Completada,12570.01,899
1923,2022-06-17,2022-06-21,Completada,25311.08,899
1924,2022-06-17,2022-06-22,Completada,24195.51,899
1925,2022-06-17,2022-06-19,Completada,10610.87,899
1926,2022-06-18,2022-06-21,Completada,11563.12,900
1927,2022-06-18,2022-06-21,Completada,31328.59,900
1928,2022-06-18,2022-06-20,Completada,20356.52,900
1929,2022-06-18,2022-06-20,Completada,11003.97,900
1930,2022-06-19,2022-06-20,Completada,11320.95,901
1931,2022-06-19,2022-06-23,Completada,19966.37,901
1932,2022-06-19,2022-06-24,Completada,29890.19,901
1933,2022-06-19,2022-06-20,Completada,22519.87,901
1934,2022-06-20,2022-06-21,Completada,13950.9,902
1935,2022-06-20,2022-06-21,Completada,12210.27,902
1936,2022-06-20,,Pendiente,22422.18,902
1937,2022-06-20,2022-06-23,Completada,14458.4,902
1938,2022-06-21,,Pendiente,10567.96,903
1939,2022-06-21,2022-06-23,Completada,19153.13,903
1940,2022-06-21,,Cancelada,24104.52,903
1941,2022-06-21,2022-06-26,Completada,16323.63,903
1942,2022-06-22,2022-06-23,Completada,20250.32,904
1943,2022-06-22,2022-06-26,Completada,18684.8,904
1944,2022-06-22,2022-06-24,Completada,16050.36,904
1945,2022-06-22,,Pendiente,26842.29,904
1946,2022-06-23,2022-06-24,Completada,27508.88,905
1947,2022-06-23,2022-06-26,Completada,11725.47,905
1948,2022-06-23,2022-06-25,Completada,26336.77,905
1949,2022-06-23,,Cancelada,8402.97,905
1950,2022-06-24,2022-06-25,Completada,15515.66,906
1951,2022-06-24,,Pendiente,22909.05,906
1952,2022-06-24,2022-06-26,Completada,18506.24,906
1953,2022-06-24,2022-06-27,Completada,12278.81,906
1954,2022-06-25,,Pendiente,30758.62,907
1955,2022-06-25,2022-06-30,Completada,16305.15,907
1956,2022-06-25,2022-06-30,Completada,17712.66,907
1957,2022-06-25,2022-06-29,Completada,23572.56,907
1958,2022-06-26,2022-06-28,Completada,15617.87,908
1959,2022-06-26,2022-06-30,Completada,32400.42,908
1960,2022-06-26,2022-07-01,Completada,30835.36,908
1961,2022-06-26,2022-06-28,Completada,19421.87,908
1962,2022-06-27,2022-06-28,Completada,21056.91,909
1963,2022-06-27,2022-06-29,Completada,21269.0,909
1964,2022-06-27,2022-06-29,Completada,20777.42,909
1965,2022-06-27,2022-06-29,Completada,21667.42,909
1966,2022-06-28,2022-07-01,Completada,16279.44,910
1967,2022-06-28,2022-07-01,Completada,23061.42,910
1968,2022-06-28,2022-07-01,Completada,21247.01,910
1969,2022-06-28,2022-07-02,Completada,8174.22,910
1970,2022-06-29,2022-06-30,Completada,27018.31,911
1971,2022-06-29,2022-07-01,Completada,25731.79,911
1972,2022-06-29,2022-07-02,Completada,17635.92,911
1973,2022-06-29,2022-07-02,Completada,14152.83,911
1974,2022-06-30,2022-07-05,Completada,18546.49,912
1975,2022-06-30,2022-07-05,Completada,19124.48,912
1976,2022-06-30,2022-07-02,Completada,10739.95,912
1977,2022-06-30,2022-07-04,Completada,11338.51,912
1978,2022-07-01,2022-07-05,Completada,19522.25,913
1979,2022-07-01,,Pendiente,19472.66,913
1980,2022-07-01,2022-07-03,Completada,14591.05,913
1981,2022-07-01,2022-07-05,Completada,23201.46,913
1982,2022-07-02,2022-07-05,Completada,15978.24,914
1983,2022-07-02,2022-07-04,Completada,11889.91,914
1984,2022-07-02,2022-07-04,Completada,14073.26,914
1985,2022-07-02,,Pendiente,13993.74,914
1986,2022-07-03,,Pendiente,17768.63,915
1987,2022-07-03,2022-07-08,Completada,21016.34,915
1988,2022-07-03,2022-07-05,Completada,21406.08,915
1989,2022-07-03,2022-07-05,Completada,27311.89,915
1990,2022-07-04,2022-07-06,Completada,15848.21,916
1991,2022-07-04,,Cancelada,24690.41,916
1992,2022-07-04,2022-07-05,Completada,19887.51,916
1993,2022-07-04,,Cancelada,13108.92,916
1994,2022-07-05,2022-07-09,Completada,26334.75,917
1995,2022-07-05,2022-07-07,Completada,11872.82,917
1996,2022-07-05,,Cancelada,15887.83,917
1997,2022-07-05,2022-07-06,Completada,30158.32,917
1998,2022-07-06,,Pendiente,26568.95,918
1999,2022-07-06,2022-07-10,Completada,16931.91,918
2000,2022-07-06,2022-07-07,Completada,24104.44,918
2001,2022-07-06,2022-07-07,Completada,15787.71,918
2002,2022-07-07,2022-07-10,Completada,18933.87,919
2003,2022-07-07,,Pendiente,7106.71,919
2004,2022-07-07,2022-07-10,Completada,21796.93,919
2005,2022-07-07,2022-07-12,Completada,14737.69,919
2006,2022-07-08,2022-07-13,Completada,9272.41,920
2007,2022-07-08,,Pendiente,25880.99,920
2008,2022-07-08,,Pendiente,11019.17,920
2009,2022-07-08,2022-07-09,Completada,33066.27,920
2010,2022-07-09,,Pendiente,19916.06,921
2011,2022-07-09,,Pendiente,11604.79,921
2012,2022-07-09,2022-07-13,Completada,15812.63,921
2013,2022-07-09,2022-07-13,Completada,9996.41,921
2014,2022-07-10,,Pendiente,10838.54,922
2015,2022-07-10,2022-07-13,Completada,15692.61,922
2016,2022-07-10,2022-07-11,Completada,22762.05,922
2017,2022-07-10,2022-07-11,Completada,21522.99,922
2018,2022-07-11,,Cancelada,28727.88,923
2019,2022-07-11,2022-07-16,Completada,13167.11,923
2020,2022-07-11,,Cancelada,26679.68,923
2021,2022-07-11,,Pendiente,12399.0,923
2022,2022-07-12,2022-07-13,Completada,18922.29,924
2023,2022-07-12,2022-07-16,Completada,24478.46,924
2024,2022-07-12,2022-07-13,Completada,16988.46,924
2025,2022-07-12,2022-07-13,Completada,23996.56,924
2026,2022-07-13,2022-07-14,Completada,20090.38,925
2027,2022-07-13,2022-07-18,Completada,26608.37,925
2028,2022-07-13,,Cancelada,13257.99,925
2029,2022-07-13,,Pendiente,21544.55,925
2030,2022-07-14,2022-07-17,Completada,8967.9,926
2031,2022-07-14,2022-07-19,Completada,9327.31,926
2032,2022-07-14,2022-07-15,Completada,14732.91,926
2033,2022-07-14,2022-07-18,Completada,20276.84,926
2034,2022-07-15,2022-07-20,Completada,24892.8,927
2035,2022-07-15,2022-07-16,Completada,18553.52,927
2036,2022-07-15,2022-07-18,Completada,7672.99,927
2037,2022-07-15,,Pendiente,28887.7,927
2038,2022-07-16,2022-07-18,Completada,10552.58,928
2039,2022-07-16,2022-07-19,Completada,17942.66,928
2040,2022-07-16,2022-07-19,Completada,17570.39,928
2041,2022-07-16,2022-07-19,Completada,27726.36,928
2042,2022-07-17,2022-07-20,Completada,27355.48,929
2043,2022-07-17,2022-07-22,Completada,20163.94,929
2044,2022-07-17,2022-07-21,Completada,11933.67,929
2045,2022-07-17,2022-07-20,Completada,19330.12,929
2046,2022-07-18,2022-07-20,Completada,12745.28,930
2047,2022-07-18,2022-07-19,Completada,9966.85,930
2048,2022-07-18,2022-07-22,Completada,20117.71,930
2049,2022-07-18,2022-07-20,Completada,26422.63,930
2050,2022-07-19,2022-07-21,Completada,27571.41,931
2051,2022-07-19,2022-07-24,Completada,25070.64,931
2052,2022-07-19,,Pendiente,3418.12,931
2053,2022-07-19,2022-07-22,Completada,29888.89,931
2054,2022-07-20,,Pendiente,13754.51,932
2055,2022-07-20,,Pendiente,25215.7,932
2056,2022-07-20,,Pendiente,14160.66,932
2057,2022-07-20,,Pendiente,15667.55,932
2058,2022-07-21,2022-07-22,Completada,22468.46,933
2059,2022-07-21,2022-07-26,Completada,12382.69,933
2060,2022-07-21,2022-07-24,Completada,9984.52,933
2061,2022-07-21,2022-07-23,Completada,20560.53,933
2062,2022-07-22,2022-07-25,Completada,23784.75,934
2063,2022-07-22,2022-07-26,Completada,20355.92,934
2064,2022-07-22,2022-07-25,Completada,29807.09,934
2065,2022-07-22,,Pendiente,13704.35,934
2066,2022-07-23,2022-07-25,Completada,7854.53,935
2067,2022-07-23,2022-07-26,Completada,16385.87,935
2068,2022-07-23,,Pendiente,17265.6,935
2069,2022-07-23,2022-07-25,Completada,28346.9,935
2070,2022-07-24,2022-07-25,Completada,14865.15,936
2071,2022-07-24,2022-07-28,Completada,24845.16,936
2072,2022-07-24,2022-07-26,Completada,17626.15,936
2073,2022-07-24,2022-07-26,Completada,19953.49,936
2074,2022-07-25,2022-07-26,Completada,8622.02,937
2075,2022-07-25,2022-07-26,Completada,24641.2,937
2076,2022-07-25,2022-07-28,Completada,18297.43,937
2077,2022-07-25,2022-07-29,Completada,12540.24,937
2078,2022-07-26,2022-07-27,Completada,18827.88,938
2079,2022-07-26,2022-07-31,Completada,25486.58,938
2080,2022-07-26,2022-07-29,Completada,17032.05,938
2081,2022-07-26,2022-07-30,Completada,21512.33,938
2082,2022-07-27,2022-07-31,Completada,16623.65,939
2083,2022-07-27,2022-07-31,Completada,13923.92,939
2084,2022-07-27,2022-07-31,Completada,15520.82,939
2085,2022-07-27,,Cancelada,14400.78,939
2086,2022-07-28,2022-08-01,Completada,29165.52,940
2087,2022-07-28,2022-08-01,Completada,32538.69,940
2088,2022-07-28,2022-07-29,Completada,35657.47,940
2089,2022-07-28,2022-08-01,Completada,28239.46,940
2090,2022-07-29,2022-08-01,Completada,15952.77,941
2091,2022-07-29,2022-08-03,Completada,17820.46,941
2092,2022-07-29,2022-08-03,Completada,9868.19,941
2093,2022-07-29,2022-07-30,Completada,17121.93,941
2094,2022-07-30,2022-08-01,Completada,17249.72,942
2095,2022-07-30,2022-08-04,Completada,19865.51,942
2096,2022-07-30,,Pendiente,10008.62,942
2097,2022-07-30,,Pendiente,7468.45,942
2098,2022-07-31,2022-08-01,Completada,14745.19,943
2099,2022-07-31,2022-08-01,Completada,17363.26,943
2100,2022-07-31,2022-08-01,Completada,26610.63,943
2101,2022-07-31,2022-08-02,Completada,21345.72,943
2102,2022-08-01,2022-08-04,Completada,20291.72,944
2103,2022-08-01,2022-08-05,Completada,10375.09,944
2104,2022-08-01,2022-08-03,Completada,19311.38,944
2105,2022-08-01,2022-08-02,Completada,20587.87,944
2106,2022-08-02,2022-08-03,Completada,18978.16,945
2107,2022-08-02,2022-08-05,Completada,13421.69,945
2108,2022-08-02,,Cancelada,23604.58,945
2109,2022-08-02,2022-08-05,Completada,18246.57,945
2110,2022-08-03,2022-08-07,Completada,12246.04,946
2111,2022-08-03,2022-08-07,Completada,21471.75,946
2112,2022-08-03,,Pendiente,9139.28,946
2113,2022-08-03,2022-08-08,Completada,24564.84,946
2114,2022-08-04,2022-08-08,Completada,18693.65,947
2115,2022-08-04,2022-08-05,Completada,22646.58,947
2116,2022-08-04,2022-08-08,Completada,27082.23,947
2117,2022-08-04,2022-08-06,Completada,18912.6,947
2118,2022-08-05,2022-08-08,Completada,26226.96,948
2119,2022-08-05,,Cancelada,19790.87,948
2120,2022-08-05,2022-08-09,Completada,27113.05,948
2121,2022-08-05,2022-08-09,Completada,23562.65,948
2122,2022-08-06,2022-08-08,Completada,22562.43,949
2123,2022-08-06,2022-08-08,Completada,22613.28,949
2124,2022-08-06,2022-08-11,Completada,12540.11,949
2125,2022-08-06,,Cancelada,16295.59,949
2126,2022-08-07,2022-08-09,Completada,21783.05,950
2127,2022-08-07,,Pendiente,20055.88,950
2128,2022-08-07,,Pendiente,15235.49,950
2129,2022-08-07,2022-08-08,Completada,19052.14,950
2130,2022-08-08,2022-08-11,Completada,15606.22,951
2131,2022-08-08,,Pendiente,12054.43,951
2132,2022-08-08,2022-08-12,Completada,25935.32,951
2133,2022-08-08,,Pendiente,16328.78,951
2134,2022-08-09,2022-08-11,Completada,17124.5,952
2135,2022-08-09,2022-08-11,Completada,11771.33,952
2136,2022-08-09,2022-08-14,Completada,28108.32,952
2137,2022-08-09,2022-08-10,Completada,24730.64,952
2138,2022-08-10,2022-08-13,Completada,32365.34,953
2139,2022-08-10,2022-08-14,Completada,16086.87,953
2140,2022-08-10,2022-08-11,Completada,12903.77,953
2141,2022-08-10,,Cancelada,15578.37,953
2142,2022-08-11,2022-08-12,Completada,25231.94,954
2143,2022-08-11,2022-08-16,Completada,12219.3,954
2144,2022-08-11,2022-08-15,Completada,20536.83,954
2145,2022-08-11,,Cancelada,25757.84,954
2146,2022-08-12,,Pendiente,9272.17,955
2147,2022-08-12,2022-08-15,Completada,17917.97,955
2148,2022-08-12,,Cancelada,28007.32,955
2149,2022-08-12,2022-08-15,Completada,23228.45,955
2150,2022-08-13,2022-08-14,Completada,22921.36,956
2151,2022-08-13,2022-08-17,Completada,18561.72,956
2152,2022-08-13,2022-08-18,Completada,13752.39,956
2153,2022-08-13,2022-08-17,Completada,11763.02,956
2154,2022-08-14,2022-08-17,Completada,11320.7,957
2155,2022-08-14,2022-08-16,Completada,26020.96,957
2156,2022-08-14,2022-08-19,Completada,21710.86,957
2157,2022-08-14,2022-08-19,Completada,15700.48,957
2158,2022-08-15,2022-08-19,Completada,18476.5,958
2159,2022-08-15,2022-08-16,Completada,26832.63,958
2160,2022-08-15,2022-08-17,Completada,23378.77,958
2161,2022-08-15,,Cancelada,20964.46,958
2162,2022-08-16,2022-08-17,Completada,14086.31,959
2163,2022-08-16,,Pendiente,24524.88,959
2164,2022-08-16,,Pendiente,19419.33,959
2165,2022-08-16,2022-08-18,Completada,15597.22,959
2166,2022-08-17,2022-08-22,Completada,14428.76,960
2167,2022-08-17,2022-08-22,Completada,18972.67,960
2168,2022-08-17,2022-08-18,Completada,24463.37,960
2169,2022-08-17,,Pendiente,22487.1,960
2170,2022-08-18,2022-08-23,Completada,14760.24,961
2171,2022-08-18,,Cancelada,17534.96,961
2172,2022-08-18,,Cancelada,20113.89,961
2173,2022-08-18,2022-08-19,Completada,23427.43,961
2174,2022-08-19,2022-08-24,Completada,14854.75,962
2175,2022-08-19,2022-08-20,Completada,9446.04,962
2176,2022-08-19,2022-08-22,Completada,17645.28,962
2177,2022-08-19,2022-08-24,Completada,15006.27,962
2178,2022-08-20,,Cancelada,6719.25,963
2179,2022-08-20,2022-08-21,Completada,11342.82,963
2180,2022-08-20,2022-08-21,Completada,22572.72,963
2181,2022-08-20,2022-08-22,Completada,24410.64,963
2182,2022-08-21,2022-08-26,Completada,28743.96,964
2183,2022-08-21,2022-08-22,Completada,12907.3,964
2184,2022-08-21,2022-08-23,Completada,24810.91,964
2185,2022-08-21,2022-08-26,Completada,10578.23,964
2186,2022-08-22,2022-08-25,Completada,14911.43,965
2187,2022-08-22,,Pendiente,11364.34,965
2188,2022-08-22,2022-08-25,Completada,10452.59,965
2189,2022-08-22,,Pendiente,20032.06,965
2190,2022-08-23,2022-08-24,Completada,23978.96,966
2191,2022-08-23,,Cancelada,31481.13,966
2192,2022-08-23,2022-08-25,Completada,26352.64,966
2193,2022-08-23,2022-08-25,Completada,16227.37,966
2194,2022-08-24,,Pendiente,36653.05,967
2195,2022-08-24,2022-08-27,Completada,17053.0,967
2196,2022-08-24,2022-08-26,Completada,30709.6,967
2197,2022-08-24,,Pendiente,20927.95,967
2198,2022-08-25,2022-08-28,Completada,9975.48,968
2199,2022-08-25,2022-08-26,Completada,21253.33,968
2200,2022-08-25,2022-08-30,Completada,18676.1,968
2201,2022-08-25,,Pendiente,27766.75,968
2202,2022-08-26,2022-08-30,Completada,19101.48,969
2203,2022-08-26,,Pendiente,11486.66,969
2204,2022-08-26,,Cancelada,27243.92,969
2205,2022-08-26,2022-08-30,Completada,19359.53,969
2206,2022-08-27,2022-08-28,Completada,30512.28,970
2207,2022-08-27,2022-08-29,Completada,8517.1,970
2208,2022-08-27,,Pendiente,12076.56,970
2209,2022-08-27,2022-08-31,Completada,24950.58,970
2210,2022-08-28,2022-08-30,Completada,6940.46,971
2211,2022-08-28,2022-08-30,Completada,13987.02,971
2212,2022-08-28,2022-08-31,Completada,18949.57,971
2213,2022-08-28,2022-08-30,Completada,17557.07,971
2214,2022-08-29,2022-08-30,Completada,18806.91,972
2215,2022-08-29,,Pendiente,17581.41,972
2216,2022-08-29,2022-09-02,Completada,25419.54,972
2217,2022-08-29,2022-08-30,Completada,19063.44,972
2218,2022-08-30,2022-09-04,Completada,6318.04,973
2219,2022-08-30,2022-09-03,Completada,15088.09,973
2220,2022-08-30,,Pendiente,13669.32,973
2221,2022-08-30,,Pendiente,24975.14,973
2222,2022-08-31,,Pendiente,17149.89,974
2223,2022-08-31,2022-09-04,Completada,19258.47,974
2224,2022-08-31,2022-09-04,Completada,23965.06,974
2225,2022-08-31,2022-09-04,Completada,27526.03,974
2226,2022-09-01,2022-09-03,Completada,17876.22,975
2227,2022-09-01,2022-09-02,Completada,10363.18,975
2228,2022-09-01,2022-09-03,Completada,21859.45,975
2229,2022-09-02,2022-09-06,Completada,20884.5,976
2230,2022-09-02,2022-09-07,Completada,13966.09,976
2231,2022-09-02,2022-09-04,Completada,23152.55,976
2232,2022-09-03,2022-09-05,Completada,27781.19,977
2233,2022-09-03,2022-09-08,Completada,10570.68,977
2234,2022-09-03,2022-09-07,Completada,17486.35,977
2235,2022-09-04,2022-09-05,Completada,20859.93,978
2236,2022-09-04,2022-09-08,Completada,22437.86,978
2237,2022-09-04,2022-09-05,Completada,19454.08,978
2238,2022-09-05,2022-09-07,Completada,26817.59,979
2239,2022-09-05,,Pendiente,7385.48,979
2240,2022-09-05,,Pendiente,11237.57,979
2241,2022-09-06,2022-09-09,Completada,24495.97,980
2242,2022-09-06,,Pendiente,20200.32,980
2243,2022-09-06,2022-09-08,Completada,18792.37,980
2244,2022-09-07,2022-09-11,Completada,14781.48,981
2245,2022-09-07,2022-09-12,Completada,21765.88,981
2246,2022-09-07,2022-09-11,Completada,25569.06,981
2247,2022-09-08,2022-09-12,Completada,27921.92,982
2248,2022-09-08,2022-09-12,Completada,12377.15,982
2249,2022-09-08,,Cancelada,27926.74,982
2250,2022-09-09,,Pendiente,18699.48,983
2251,2022-09-09,2022-09-12,Completada,19115.22,983
2252,2022-09-09,2022-09-13,Completada,18003.42,983
2253,2022-09-10,,Pendiente,15145.11,984
2254,2022-09-10,,Pendiente,14408.29,984
2255,2022-09-10,2022-09-13,Completada,20920.37,984
2256,2022-09-11,2022-09-14,Completada,17325.89,985
2257,2022-09-11,2022-09-12,Completada,11923.27,985
2258,2022-09-11,,Pendiente,17415.74,985
2259,2022-09-12,2022-09-14,Completada,27624.58,986
2260,2022-09-12,2022-09-15,Completada,23986.22,986
2261,2022-09-12,2022-09-16,Completada,24611.81,986
2262,2022-09-13,2022-09-15,Completada,27787.31,987
2263,2022-09-13,,Pendiente,17192.95,987
2264,2022-09-13,2022-09-18,Completada,34064.4,987
2265,2022-09-14,2022-09-19,Completada,30815.29,988
2266,2022-09-14,2022-09-16,Completada,28932.23,988
2267,2022-09-14,2022-09-16,Completada,14409.26,988
2268,2022-09-15,,Pendiente,13730.76,989
2269,2022-09-15,,Pendiente,24965.0,989
2270,2022-09-15,,Pendiente,15209.1,989
2271,2022-09-16,,Pendiente,8466.14,990
2272,2022-09-16,2022-09-17,Completada,33053.5,990
2273,2022-09-16,2022-09-20,Completada,18249.26,990
2274,2022-09-17,2022-09-22,Completada,21157.44,991
2275,2022-09-17,2022-09-21,Completada,27894.07,991
2276,2022-09-17,,Cancelada,36754.2,991
2277,2022-09-18,2022-09-21,Completada,11452.78,992
2278,2022-09-18,2022-09-21,Completada,19778.63,992
2279,2022-09-18,,Pendiente,25529.26,992
2280,2022-09-19,2022-09-20,Completada,28279.28,993
2281,2022-09-19,,Pendiente,9025.45,993
2282,2022-09-19,2022-09-21,Completada,30776.71,993
2283,2022-09-20,2022-09-23,Completada,15566.79,994
2284,2022-09-20,2022-09-21,Completada,14794.27,994
2285,2022-09-20,,Pendiente,24675.32,994
2286,2022-09-21,,Pendiente,10692.79,995
2287,2022-09-21,2022-09-23,Completada,22208.13,995
2288,2022-09-21,2022-09-22,Completada,22084.26,995
2289,2022-09-22,2022-09-23,Completada,13398.63,996
2290,2022-09-22,,Pendiente,15616.37,996
2291,2022-09-22,2022-09-27,Completada,26126.83,996
2292,2022-09-23,2022-09-27,Completada,10781.64,997
2293,2022-09-23,2022-09-24,Completada,30705.75,997
2294,2022-09-23,2022-09-27,Completada,10947.13,997
2295,2022-09-24,2022-09-27,Completada,24414.73,998
2296,2022-09-24,2022-09-26,Completada,19622.38,998
